date,comp,round,venue,result,gf,ga,opponent,xg,xga,poss,sh,sot,fk,pk,pkatt,team
2024-02-28,Serie A,Matchweek 21,Home,L,1,6,Napoli,0.3,2.7,29.0,5.0,2.0,0.0,0,0,Sassuolo
2024-03-03,Serie A,Matchweek 27,Away,L,0,1,Hellas Verona,0.5,0.4,52.0,13.0,2.0,2.0,0,0,Sassuolo
2024-03-09,Serie A,Matchweek 28,Home,W,1,0,Frosinone,0.6,1.3,40.0,10.0,4.0,1.0,0,0,Sassuolo
2024-03-17,Serie A,Matchweek 29,Away,L,0,1,Roma,0.5,0.7,37.0,8.0,2.0,0.0,0,0,Sassuolo
2024-04-01,Serie A,Matchweek 30,Home,D,1,1,Udinese,1.2,1.5,60.0,14.0,5.0,1.0,0,0,Sassuolo
2024-04-05,Serie A,Matchweek 31,Away,D,2,2,Salernitana,2.3,1.2,46.0,16.0,5.0,0.0,0,0,Sassuolo
2024-04-14,Serie A,Matchweek 32,Home,D,3,3,Milan,1.2,2.8,33.0,10.0,5.0,0.0,0,0,Sassuolo
2024-04-21,Serie A,Matchweek 33,Home,L,0,3,Lecce,0.6,2.3,55.0,10.0,3.0,0.0,0,0,Sassuolo
2024-04-28,Serie A,Matchweek 34,Away,L,1,5,Fiorentina,0.3,3.2,33.0,7.0,2.0,0.0,0,0,Sassuolo
2024-05-04,Serie A,Matchweek 35,Home,W,1,0,Inter,0.3,1.1,25.0,6.0,2.0,1.0,0,0,Sassuolo
2024-05-12,Serie A,Matchweek 36,Away,L,1,2,Genoa,1.7,0.9,43.0,11.0,3.0,1.0,1,1,Sassuolo
2024-05-19,Serie A,Matchweek 37,Home,L,0,2,Cagliari,0.3,1.5,49.0,7.0,0.0,0.0,0,0,Sassuolo
2023-08-13,Coppa Italia,First round,Home,W,1.0,0.0,Ternana,,,60.0,8.0,3.0,,0,0,Salernitana
2023-08-20,Serie A,Matchweek 1,Away,D,2.0,2.0,Roma,0.1,1.9,40.0,3.0,2.0,0.0,0,0,Salernitana
2023-08-28,Serie A,Matchweek 2,Home,D,1.0,1.0,Udinese,0.5,0.8,56.0,9.0,4.0,0.0,0,0,Salernitana
2023-09-03,Serie A,Matchweek 3,Away,L,0.0,2.0,Lecce,1.1,1.7,54.0,11.0,4.0,1.0,0,0,Salernitana
2023-09-18,Serie A,Matchweek 4,Home,L,0.0,3.0,Torino,0.7,1.8,56.0,14.0,4.0,0.0,0,0,Salernitana
2023-09-22,Serie A,Matchweek 5,Home,D,1.0,1.0,Frosinone,1.1,0.7,50.0,19.0,6.0,0.0,0,0,Salernitana
2023-09-27,Serie A,Matchweek 6,Away,L,0.0,1.0,Empoli,0.6,3.2,58.0,14.0,2.0,0.0,0,0,Salernitana
2023-09-30,Serie A,Matchweek 7,Home,L,0.0,4.0,Inter,0.6,2.3,36.0,12.0,3.0,1.0,0,0,Salernitana
2023-10-08,Serie A,Matchweek 8,Away,L,0.0,3.0,Monza,0.6,2.8,43.0,8.0,5.0,0.0,0,0,Salernitana
2023-10-22,Serie A,Matchweek 9,Home,D,2.0,2.0,Cagliari,1.5,1.7,49.0,12.0,1.0,0.0,1,1,Salernitana
2023-10-27,Serie A,Matchweek 10,Away,L,0.0,1.0,Genoa,0.6,0.5,49.0,7.0,2.0,1.0,0,0,Salernitana
2023-10-31,Coppa Italia,Second round,Home,W,4.0,0.0,Sampdoria,,,62.0,18.0,7.0,,0,0,Salernitana
2023-11-04,Serie A,Matchweek 11,Home,L,0.0,2.0,Napoli,0.3,1.4,42.0,10.0,3.0,0.0,0,0,Salernitana
2023-11-10,Serie A,Matchweek 12,Away,D,2.0,2.0,Sassuolo,0.8,2.9,37.0,9.0,2.0,1.0,0,0,Salernitana
2023-11-25,Serie A,Matchweek 13,Home,W,2.0,1.0,Lazio,1.7,2.0,38.0,13.0,6.0,0.0,0,0,Salernitana
2023-12-03,Serie A,Matchweek 14,Away,L,0.0,3.0,Fiorentina,0.8,2.5,43.0,11.0,1.0,0.0,0,0,Salernitana
2023-12-10,Serie A,Matchweek 15,Home,L,1.0,2.0,Bologna,0.5,2.1,35.0,9.0,2.0,0.0,0,0,Salernitana
2023-12-18,Serie A,Matchweek 16,Away,L,1.0,4.0,Atalanta,1.3,1.9,49.0,10.0,3.0,0.0,0,0,Salernitana
2023-12-22,Serie A,Matchweek 17,Home,D,2.0,2.0,Milan,1.4,2.2,35.0,19.0,7.0,0.0,0,0,Salernitana
2023-12-30,Serie A,Matchweek 18,Away,W,1.0,0.0,Hellas Verona,0.5,0.8,52.0,9.0,3.0,0.0,0,0,Salernitana
2024-01-04,Coppa Italia,Round of 16,Away,L,1.0,6.0,Juventus,,,43.0,2.0,2.0,,0,0,Salernitana
2024-01-07,Serie A,Matchweek 19,Home,L,1.0,2.0,Juventus,0.8,2.0,30.0,8.0,3.0,0.0,0,0,Salernitana
2024-01-13,Serie A,Matchweek 20,Away,L,1.0,2.0,Napoli,0.1,2.2,30.0,6.0,2.0,0.0,0,0,Salernitana
2024-01-21,Serie A,Matchweek 21,Home,L,1.0,2.0,Genoa,0.8,1.1,60.0,11.0,2.0,1.0,0,0,Salernitana
2024-01-29,Serie A,Matchweek 22,Home,L,1.0,2.0,Roma,1.2,1.6,39.0,15.0,7.0,0.0,0,0,Salernitana
2024-02-04,Serie A,Matchweek 23,Away,D,0.0,0.0,Torino,0.1,0.8,31.0,3.0,1.0,0.0,0,0,Salernitana
2024-02-09,Serie A,Matchweek 24,Home,L,1.0,3.0,Empoli,0.9,2.2,61.0,13.0,4.0,0.0,0,0,Salernitana
2024-02-16,Serie A,Matchweek 25,Away,L,0.0,4.0,Inter,0.0,3.9,25.0,1.0,0.0,1.0,0,0,Salernitana
2024-02-24,Serie A,Matchweek 26,Home,L,0.0,2.0,Monza,0.9,2.4,39.0,11.0,3.0,0.0,0,0,Salernitana
2024-03-02,Serie A,Matchweek 27,Away,D,1.0,1.0,Udinese,1.1,1.8,50.0,17.0,1.0,0.0,0,0,Salernitana
2024-03-09,Serie A,Matchweek 28,Away,L,2.0,4.0,Cagliari,0.9,3.3,70.0,12.0,5.0,0.0,0,0,Salernitana
2024-03-16,Serie A,Matchweek 29,Home,L,0.0,1.0,Lecce,1.2,1.2,70.0,15.0,6.0,1.0,0,0,Salernitana
2024-04-01,Serie A,Matchweek 30,Away,L,0.0,3.0,Bologna,0.6,1.6,30.0,8.0,2.0,0.0,0,0,Salernitana
2024-04-05,Serie A,Matchweek 31,Home,D,2.0,2.0,Sassuolo,1.2,2.3,54.0,4.0,1.0,0.0,1,1,Salernitana
2024-04-12,Serie A,Matchweek 32,Away,L,1.0,4.0,Lazio,0.6,1.9,35.0,8.0,5.0,0.0,0,0,Salernitana
2024-04-21,Serie A,Matchweek 33,Home,L,0.0,2.0,Fiorentina,0.2,2.0,28.0,5.0,1.0,0.0,0,0,Salernitana
2024-04-26,Serie A,Matchweek 34,Away,L,0.0,3.0,Frosinone,1.4,1.7,56.0,17.0,2.0,1.0,0,0,Salernitana
2024-05-06,Serie A,Matchweek 35,Home,L,1.0,2.0,Atalanta,0.5,1.9,31.0,9.0,2.0,1.0,0,0,Salernitana
2024-05-12,Serie A,Matchweek 36,Away,D,1.0,1.0,Juventus,0.8,2.3,33.0,13.0,4.0,1.0,0,0,Salernitana
2024-05-20,Serie A,Matchweek 37,Home,L,1.0,2.0,Hellas Verona,0.6,2.1,54.0,9.0,1.0,0.0,0,0,Salernitana
